id,collection,dc.contributor.advisor,dc.contributor.advisor[],dc.contributor.author,dc.contributor.author[],dc.contributor.other,dc.contributor.other[],dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.issued[],dc.description,dc.description.abstract,dc.description.abstract[],dc.description.provenance[],dc.description.provenance[en],dc.description.version[],dc.description[],dc.format.extent,dc.format.extent[],dc.identifier.isbn,dc.identifier.isbn[],dc.identifier.issn,dc.identifier.issn[],dc.identifier.other[],dc.identifier.uri,dc.identifier.uri[],dc.language.iso,dc.language.iso[],dc.publisher,dc.publisher[],dc.relation.ispartofseries[],dc.subject,dc.subject[],dc.title,dc.title.alternative,dc.title.alternative[],dc.title[],dc.type,dc.type[],dlc.field1,dlc.khoabiensoan,dlc.maintopic,drm.version.number,dspace.entity.type,dspace.entity.type[vn],dspace.object.owner,organization.address.addressCountry,organization.address.addressLocality,organization.foundingDate,organization.legalName,person.academic.rank,person.birthDate,person.contributor.other,person.displayName,person.email,person.familyName,person.givenName,person.jobTitle,relation.isAuthorOfPublication,relation.isAuthorOfPublication.latestForDiscovery,relation.isOrgUnitOfPerson,relation.isOrgUnitOfPerson.latestForDiscovery,relation.isPersonOfOrgUnit,relation.isPersonOfOrgUnit.latestForDiscovery,relation.isPublicationOfAuthor,relation.isPublicationOfAuthor.latestForDiscovery
05cf15ff-9d53-4a57-bfc7-92b3d61838dc,UNETI/366,,"Trần, Thị Ngọc Thúy",,"Trần, Thị Phượng",,,2024-03-17T04:27:46Z,2024-03-17T04:27:46Z,,2020,,,"Nghiên cứu thực trạng phần hành kế toán tập hợp chi phí sản xuất và tính giá thành sản xuất tại Công Ty Cổ Phần Tân Hưng. Từ đó, đánh giá những ưu điểm, tồn tại trong công tác tập hợp chi phí sản xuất và tính giá thành sản xuất và đưa ra một số giải pháp",,"Made available in DSpace on 2024-03-17T04:27:46Z (GMT). No. of bitstreams: 1
zTranThiPhuong_K10.pdf: 3400836 bytes, checksum: 31919496fd6495cfb080be1d1132560a (MD5)
  Previous issue date: 2020",,ĐTTS ghi: Trường ĐHKTKTCN,,80 tr.,,,,,22866,https://dlib.uneti.edu.vn/handle/UNETI/3620,,,,,,,,Kế toán;||Kế toán||Kế toán,,,,Kế toán tập hợp chi phí sản xuất và tính giá thành sản phẩm tại Công Ty CP Tân Hưng,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
05e399f1-608e-4be1-982d-1e94a18a7195,UNETI/366,,"Hoàng, Thu Hiền",,"Nguyễn, Thanh Ngân",,,2024-03-17T04:23:29Z,2024-03-17T04:23:29Z,,2022,,,Tổng quan về Công ty TNHH sản xuất và quảng cáo thương mại Hưng Phát. Nêu ra thực trạng và một số kiến nghịnhằm hoàn thiện công tác kế toán thuế giá trị gia tăng và lập hồ sơ khai báo thuế giá trị gia tăng tại Công ty TNHH sản xuất và quảng cáo thương mại,,"Made available in DSpace on 2024-03-17T04:23:29Z (GMT). No. of bitstreams: 1
zNguyenThanhNgan.pdf: 10446812 bytes, checksum: 49a14fae4dcb6db4255859832fd58f63 (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường Đại học Kinh tế kỹ thuật công nghiệp,,"V, [70], 77 tr.",,,,,26995,https://dlib.uneti.edu.vn/handle/UNETI/2961,,,vi,,,,,Kế toán thuế||Giá trị gia tăng||Thuế giá trị gia tăng||Kế toán||Kế toán,,,Kế toán thuế giá trị gia tăng và lập hồ sơ khai báo thuế giá trị gia tăng tại Công ty TNHH sản xuất và quảng cáo thương mại Hưng Phát,Kế toán thuế GTGT và lập hồ sơ khai báo thuế GTGT tại Công ty TNHH sản xuất và quảng cáo thương mại Hưng Phát,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
061a0eb7-d07e-403c-bcc4-43aa19924d0e,UNETI/362,,"Vũ, Ngọc Tuấn",,"Nguyễn, Thị Thanh Tâm",,,2024-03-17T04:14:10Z,2024-03-17T04:14:10Z,,2019,,,,,"Made available in DSpace on 2024-03-17T04:14:10Z (GMT). No. of bitstreams: 1
zNguyenThiThanhTam.pdf: 1489440 bytes, checksum: c4c940a4a8615f845e3d4f4c86258525 (MD5)
  Previous issue date: 2019",,,,78 tr.,,,,,12101,https://dlib.uneti.edu.vn/handle/UNETI/2723,,,vi,,,,,Quản trị nhân lực||Biện pháp năng cao hiệu quả||Quản trị và Marketing||Quản trị kinh doanh,,,,Biện pháp năng cao hiệu quả quản trị nhân lực tại Công Ty Cổ Phần Nhôm Đô Thành,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
06221b2a-37d0-41c4-a742-f60360aa268f,UNETI/364,,"Trần, Mạnh Hùng",,"Lê, Thị Vân Anh",,,2024-03-17T03:43:12Z,2024-03-17T03:43:12Z,,2022,,,"Những vấn đề cơ bản về vốn và hiệu quả sử dụng vốn trong doanh nghiệp, thực trạng công tác sử dụng vốn tại Công ty cổ phần ACESCO, giải pháp nâng cao hiệu quả sử dụng vốn của Công ty cổ phần ACESCO",,"Made available in DSpace on 2024-03-17T03:43:12Z (GMT). No. of bitstreams: 1
zLeThiVanAnh_K12_KDTM.pdf: 1339385 bytes, checksum: 5cdd776d2c3fbe3d31853c9d892ccb96 (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Bộ Công Thương. Trường ĐHKTKTCN,,"X, 93 tr.",,,,,26998,https://dlib.uneti.edu.vn/handle/UNETI/531,,,vi,,,,,Acesco||Sử dụng vốn||Thương mại||Kinh doanh thương mại,,,,Giải pháp nâng cao hiệu quả sử dụng vốn của công ty cổ phần ACESCO,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
066bd0c3-8895-4f19-aae6-6dc9aa19dbcb,UNETI/434,,,,Văn Phòng Quốc Hội,,,2024-03-17T04:38:33Z,2024-03-17T04:38:33Z,,2017,,,,,"Made available in DSpace on 2024-03-17T04:38:33Z (GMT). No. of bitstreams: 1
zLuatThuongMai.pdf: 952660 bytes, checksum: d466004633ac0939f51cd96f35031951 (MD5)
  Previous issue date: 2017",,,,146 tr.,,,,,26653,https://dlib.uneti.edu.vn/handle/UNETI/3823,,,vi,,Chính trị Quốc gia sự thật,,,Luật||Thương mại||Khoa học xã hội||Luật pháp,,,,Luật Thương Mại,,Sách tham khảo,,,,,,,,,,,,,,,,,,,,,,,,,,,
066c42bf-6be9-4234-abe9-73a9bb760fdd,UNETI/366,,"Lê, Thị Bình",,"Nguyễn, Thị Nhinh",,,2024-03-17T04:25:44Z,2024-03-17T04:25:44Z,,,,,,,"Made available in DSpace on 2024-03-17T04:25:44Z (GMT). No. of bitstreams: 1
11732.pdf: 2149003 bytes, checksum: 1f5e6ee83df2dd83acefedf46c138489 (MD5)",,,,80 tr.,,,,,11732,https://dlib.uneti.edu.vn/handle/UNETI/3380,,,vi,,,,,Kế toán||Kế toán tiền lương||Trích theo lương||Kế toán||Kế toán,,,,Kế toán tiền lương và các khoản trích theo lương tại Công Ty Cổ Phần Tư Vấn Xây Dựng Viễn Thông Hưng Thịnh,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
06796773-a3da-4c80-9f46-2c5b3af4ceea,UNETI/387,,,,Khoa Kế toán,,,2024-03-17T04:24:28Z,2024-03-17T04:24:28Z,,2019,,,,,"Made available in DSpace on 2024-03-17T04:24:28Z (GMT). No. of bitstreams: 1
ZTLHTHeThongTTKetoan.pdf: 3142566 bytes, checksum: 0f36c2fe92a8b640216096de02daf958 (MD5)
  Previous issue date: 2019",,ĐTTS ghi: Khoa Kế toán - Đại học Kinh tế - Kỹ thuật Công nghiệp,,166 tr.,,,,,12396,https://dlib.uneti.edu.vn/handle/UNETI/3181,,,vi,,,,,Thông tin kế toán||Hệ thống||Kế toán||Kế toán,,,,Tài liệu học tập Hệ thống thông tin kế toán,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
067db894-0b2a-464a-b8c9-b66753bf0dc3,UNETI/376,,"Nguyễn, Đức Dương",,"Đoàn, Đức Tân",,,2024-03-17T03:54:35Z,2024-03-17T03:54:35Z,,2022,,,"Tổng quan về đề tài và mô hình, xây dựng mô hình điều khiển mức, các sách lược điều khiển và tổng hợp điều khiển mức. Lập trình và thiết kế giao diện mô hình trên gói phần mền INDUSTRIAL, thực nghiệm trên mô hình",,"Made available in DSpace on 2024-03-17T03:54:35Z (GMT). No. of bitstreams: 1
zDoanDucTan_K12_TDH.pdf: 6682913 bytes, checksum: b5b47164f7d3ad27c79644ae02501865 (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường ĐHKTKTCN,,"XIII, 92 tr.",,,,,26954,https://dlib.uneti.edu.vn/handle/UNETI/1325,,,vi,,,,,Mô hình||Nghiên cứu||Điều khiển||Điện||Công nghệ kỹ thuật điều khiển và TĐH,,,,Nghiên cứu xây dựng mô hình điều khiển mức dùng bơm Ly Tâm,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
0685546b-a43b-4f87-b484-870a3ed31854,UNETI/373,,"Phạm, Trung Thiên",,"Nguyễn, Thị Vân",,"Dương, Quang Tùng||Nguyễn, Mạnh Cường",2024-03-17T03:45:16Z,2024-03-17T03:45:16Z,,2023,,,"Giới thiệu về kỹ thuật robot, cơ sở thiết kế, thiết kế hệ thống điều khiển, nghiên cứu và chế tạo robot",,"Made available in DSpace on 2024-03-17T03:45:16Z (GMT). No. of bitstreams: 1
30006.pdf: 4897221 bytes, checksum: 7247d008c0a3dba46cb5d38dbd8a558e (MD5)
  Previous issue date: 2023",,ĐTTS ghi: Bộ Công Thương. Trường Đại học Kinh tế Kỹ thuật Công nghiệp,,102 tr.,,,,,30006,https://dlib.uneti.edu.vn/handle/UNETI/584,,,vi,,,,,Điều khiển robot||Thiết kế||Cơ khí||Công nghệ kỹ thuật cơ điện tử,,,,Thiết kế hệ thống điều khiển robot phân loại sản phẩm,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
068ba51b-6917-42cc-a20c-f5a0ff3887e2,UNETI/381,,"Phạm, Minh Thái",,"Nguyễn, Ngọc Hải",,"Vũ, Thị Thu Hương",2024-03-17T03:52:07Z,2024-03-17T03:52:07Z,,2023,,,"Giới thiệu tổng quan về phân loại dữ liệu. Trình bày về thuật toán phân chùm C-Means mờ, thuật toán phân lớp SVM và ứng dụng. Thực hiện xây dựng thuật toán, cài đặt thử nghiệm.",,"Made available in DSpace on 2024-03-17T03:52:07Z (GMT). No. of bitstreams: 1
zNguyenNgocHai_VuThiThuHuong_K13_CNTT.pdf: 1455764 bytes, checksum: c673e4d10117c0c1e4ba42dd655cb00c (MD5)
  Previous issue date: 2023",,ĐTTS ghi: Bộ Công thương. Trường Đại học Kinh tế - Kỹ thuật Công nghiệp,,"XI, 59 tr.",,,,,30129,https://dlib.uneti.edu.vn/handle/UNETI/1141,,,vi,,,,,C-Means mờ||SVM||Phân loại dữ liệu||Công nghệ thông tin||Công nghệ thông tin,,,,"Nghiên cứu, áp dụng và so sánh hai thuật toán C - Means mờ và SVM cho bài toán phân loại dữ liệu",,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
068c4e19-7c65-4b4c-9d27-13a4fd775d9b,UNETI/375,,"Lê, Văn Ánh",,"Hà, Trung Nguyên",,,2024-03-17T03:57:47Z,2024-03-17T03:57:47Z,,2021,,,Khái quát chung về họ cấu trúc nâng chuyến container tại cảng hải phòng. Phân tích về một số cấu trúc điển hình truyền động cấu trục RTC và QC.,,"Made available in DSpace on 2024-03-17T03:57:47Z (GMT). No. of bitstreams: 1
ZHaTrungNguyen_K11_Di.pdf: 1880235 bytes, checksum: 5b87e85ae048ff760bdf3040b0a6a8eb (MD5)
  Previous issue date: 2021",,ĐTTS ghi: Trường ĐHKTKTCN,,72 tr.,,,,,26072,https://dlib.uneti.edu.vn/handle/UNETI/1452,,,vi,,,,,"Nghiên cứu||Truyền động điện||Phân tích||Điện||Công nghệ kỹ thuật điện, điện tử",,,,Nghiên cứu phân tích xây dựng hệ truyền động điện và trang bị điện của họ cầu trục bốc dỡ hàng tại cảng Hải Phòng,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
0693ecb6-6819-460a-88d8-6d522b890e92,UNETI/387,,,,"Nguyễn, Thu Hà",,"Lê, Thị Tâm||Trần, Thanh Nga",2024-03-17T04:24:47Z,2024-03-17T04:24:47Z,,2019,,,,,"Made available in DSpace on 2024-03-17T04:24:47Z (GMT). No. of bitstreams: 1
zTLHTTiengAnhCB4.pdf: 7001251 bytes, checksum: dee09be5051d354236d1656658b576c2 (MD5)
  Previous issue date: 2019",,ĐTTS ghi: Trường ĐHKTKTCN,,240 tr.,,,,,12411,https://dlib.uneti.edu.vn/handle/UNETI/3238,,,en,,,,,Cơ bản 4||Tiếng anh||Ngoại ngữ||Ngôn ngữ Anh,,,,Tài liệu học tập dành cho học phần tiếng anh cơ bản 4 : Lưu hành nội bộ,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
06d9f73b-5f8c-45f8-b95b-d9229b81fe62,UNETI/434,,,,Khoa Cơ Khí,,,2024-03-17T03:46:58Z,2024-03-17T03:46:58Z,,2018,,,,,"Made available in DSpace on 2024-03-17T03:46:58Z (GMT). No. of bitstreams: 1
zBaiGiangFMSVaCIM.pdf: 6498656 bytes, checksum: 9f881b5b35e71b85993f3146bf09beb3 (MD5)
  Previous issue date: 2018",,ĐTTS ghi: Trường ĐHKTKTCN,,97 tr.,,,,,11212,https://dlib.uneti.edu.vn/handle/UNETI/681,,,vi,,,,,Bài giảng||Tự động hóa quá trình sản xuất FMS&CIM||Cơ khí||Công nghệ kỹ thuật cơ khí,,,,Bài giảng tự động hóa quá trình sản xuất FMS & CIM,,Sách tham khảo,,,,,,,,,,,,,,,,,,,,,,,,,,,
06de4bf4-0f70-431e-9b4e-ee8e411c2734,UNETI/434,,,,"Omaye, Stanley T",,,2024-03-17T04:42:38Z,2024-03-17T04:42:38Z,,2004,,,"Food and nutritional toxicology is the field devoted to studying the complexity of the chemicals in food, particularly those that have the potential of producing adverse health effects. One begins to appreciate the complexity of the field when one recogni",,"Made available in DSpace on 2024-03-17T04:42:38Z (GMT). No. of bitstreams: 1
zFoodAndNutritionalToxicology.pdf: 7919784 bytes, checksum: 791a68b82cee48e69b6b9b1050d64d3f (MD5)
  Previous issue date: 2004",,,,308 tr.,,1587160714,,,30509,https://dlib.uneti.edu.vn/handle/UNETI/4137,,,en,,CRC Press LLC,,,Food||Toxicology||Công nghệ thực phẩm||Công nghệ thực phẩm,,,,Food and nutritional toxicology,,Sách ngoại văn,,,,,,,,,,,,,,,,,,,,,,,,,,,
06defd3d-0755-46b3-ad38-432494463898,UNETI/434,,,,Đại học Bách Khoa Đà Nẵng,,,2024-03-17T03:46:48Z,2024-03-17T03:46:48Z,,2008,,,"Trình bày về kỹ thuật sản xuất tinh dầu, cách sản xuất dầu thực vật và sản xuất chè...",,"Made available in DSpace on 2024-03-17T03:46:48Z (GMT). No. of bitstreams: 1
zGiaoTrinhKyThuatSanXuatCacSanPhamNhietDoi.pdf: 15417279 bytes, checksum: eab989808d2128f70111837266de01ce (MD5)
  Previous issue date: 2008",,,,106 tr.,,,,,27587,https://dlib.uneti.edu.vn/handle/UNETI/664,,,vi,,Đại học bách khoa Đà Nẵng,,,Sản phẩm nhiệt đới||Sản xuất tinh dầu||Chè||Kỹ thuật sản xuất||Công nghệ thực phẩm||Công nghệ thực phẩm,,,,Kỹ thuật sản xuất các sản phẩm nhiệt đới,,Sách tham khảo,,,,,,,,,,,,,,,,,,,,,,,,,,,
0701f2c4-bb61-49ba-ab54-3eb7cca793ee,UNETI/366,,"Hoàng, Thị Phương Lan",,"Nguyễn, Thị Ngân",,,2024-03-17T04:22:56Z,2024-03-17T04:22:56Z,,2021,,,Tổng quan về công ty TNHH Quảng cáo và nội thất Hiểu Huyền. Tìm hiểu thực trạng từ đó đưa ra một số kiến nghị nhằm hoàn thiện công tác kế toán vốn bằng tiền tại công ty TNHH Quảng cáo và nội thất Hiểu Huyền,,"Made available in DSpace on 2024-03-17T04:22:56Z (GMT). No. of bitstreams: 1
NguyenThiNgan11A1.pdf: 3190095 bytes, checksum: 092b6df24a0c1defe15f13f11c61ec62 (MD5)
  Previous issue date: 2021",,,,83 tr.,,,,,25709,https://dlib.uneti.edu.vn/handle/UNETI/2834,,,,,,,,Kế toán||Vốn bằng tiền||Kế toán||Kế toán,,,,Kế toán vốn bằng tiện tại công ty TNHH Quảng cáo và Nội thất Hiểu Huyền,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
070da7d3-3228-4760-9636-03330fdc781b,UNETI/366,,"Nguyễn, Ngọc Lan",,"Trần, Huyền Ánh",,,2024-03-17T04:27:51Z,2024-03-17T04:27:51Z,,2020,,,"Tổng quan về Công ty Cổ phần Thép Vật Tư Tổng Hợp. Tìm hiểu, đánh giá thực trạng, từ đó đưa ra một số kiến nghị nhằm hoàn thiện công tác kế toán hàng hóa và tiêu thụ hàng hóa tại Công ty Cổ phần Thép Vật Tư Tổng Hợp",,"Made available in DSpace on 2024-03-17T04:27:51Z (GMT). No. of bitstreams: 1
zTranHuyenAnh.pdf: 2296087 bytes, checksum: e1e6e4751f46fb284f223faa89f0cacd (MD5)
  Previous issue date: 2020",,ĐTTS ghi: Trường ĐHKTKTCN,,77 tr.,,,,,22862,https://dlib.uneti.edu.vn/handle/UNETI/3631,,,,,,,,Kế toán||Kế toán||Kế toán,,,,Kế toán hàng hoá và tiêu thụ hàng hoá tại Công ty Cổ phần Thép Vật Tư Tổng Hợp,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
07136d08-3284-4dfe-abb5-aa7f289035a1,UNETI/434,,,,"Nguyễn, Trọng Cẩn",,"Nguyễn, Lệ Hà||Đỗ, Minh Phụng",2024-03-17T04:40:54Z,2024-03-17T04:40:54Z,,2008,,,"Giới thiệu về nguyên liệu thủy sản, nguyên liệu thịt gia súc gia cầm. Giới thiệu tóm tắt về các quá trinh cơ bản trong sản xuất đồ hộp thực phẩm, công nghệ sản xuất đồ hộp thịt gia súc gia cầm.",,"Made available in DSpace on 2024-03-17T04:40:54Z (GMT). No. of bitstreams: 1
zCongNgheDoHopThuySanVaGiaSucGiaCam.pdf: 8982049 bytes, checksum: baf2912c994660c281ddd495f1089739 (MD5)
  Previous issue date: 2008",,,,186 tr.,,,,,27568,https://dlib.uneti.edu.vn/handle/UNETI/4035,,,vi,,Khoa học và kỹ thuật,,,Thịt gia sức gia cầm||Công nghệ sản xuất||Thủy sản||Nguyên liệu||Công nghệ thực phẩm||Công nghệ thực phẩm,,,,Công nghệ đồ hộp thủy sản và gia súc gia cầm,,Sách tham khảo,,,,,,,,,,,,,,,,,,,,,,,,,,,
07289851-3c5b-4d3f-bf27-53f722edeef1,UNETI/377,,"Nguyễn, Mai Anh",,"Nguyễn, Thùy Dương",,,2024-03-17T03:48:44Z,2024-03-17T03:48:44Z,,2020,,,"Đề tài ""Định tuyến và gán bước sóng trong mạng WDM và sử dụng thuật toán Dijkstra "" sẽ đi vào nghiên cứu tìm hiểu các phương pháp định tuyến và mô phỏng việc định tuyến của vấn đề định tuyến gán bước sóng trong mạng WDM. Đề tài thực hiện trong phạm vi là",,"Made available in DSpace on 2024-03-17T03:48:44Z (GMT). No. of bitstreams: 1
zNguyenThuyDuong_K10.pdf: 1896194 bytes, checksum: f471e8cbc7ecf7a33a0a1138b5108e85 (MD5)
  Previous issue date: 2020",,ĐTTS ghi: Trường ĐHKTKTCN,,75 tr.,,,,,22761,https://dlib.uneti.edu.vn/handle/UNETI/787,,,,,,,,Định tuyến và cản bước sóng trong mạng WDM||Sử dụng thuật toán DIJKSTRA||Điện tử||Công nghệ kỹ thuật điện tử - viễn thông,,,,Định tuyến và Gán bước sóng trong mạng WDM và sử dụng thuật toán DIJKSTRA,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
073f81ef-a169-4a74-9eeb-5db33364aea3,UNETI/375,,"Vũ, Thị Tố Linh",,"Trần, Văn Học",,,2024-03-17T03:57:44Z,2024-03-17T03:57:44Z,,2021,,,"Đề tài tập trung tìm hiểu tổng quan về bộ ổn định điều khiển nhiệt độ.Tổng hợp tài liệu nghiên cứu liên quan đến đề tài. Tìm hiểu phương pháp xây dựng phương pháp điều khiển, Bộ biến đổi điều áp xoay chiều một pha. Thiết kế, tính toán bộ điều áp xoay chiề",,"Made available in DSpace on 2024-03-17T03:57:44Z (GMT). No. of bitstreams: 1
TranVanHocZ.pdf: 2028195 bytes, checksum: 40e7bb1f4c24fd3ab2b50dc5977e5909 (MD5)
  Previous issue date: 2021",,ĐTTS ghi: Trường ĐHKTKTCN,,49 tr.,,,,,25719,https://dlib.uneti.edu.vn/handle/UNETI/1437,,,vi,,,,,Arduino||Điều khiển ổn định nhiệt độ||Điện||Công nghệ kỹ thuật điều khiển và TĐH,,,,Nghiên cứu xây dựng mô hình điều khiển ổn định nhiệt độ với bộ điều khiển mờ trên cơ sở Arduino,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
074b80c7-2125-4eb6-9ea2-5037980824fe,UNETI/434,,,,"Nguyễn, Thị Thu Lan",,,2024-03-17T04:44:04Z,2024-03-17T04:44:04Z,,2019,,,"Cuốn tài liệu học tập Công nghệ vải không dệt được viết nhằm cung cấp kiến thức cơ bản về vải không dệt cũng như quá trình công nghệ tạo ra vải không dệt tới sinh viên ngành công nghệ Sợi, Dệt. Qua đó, sinh viên có cái nhìn tổng quát về vải không dệt và c",,"Made available in DSpace on 2024-03-17T04:44:04Z (GMT). No. of bitstreams: 1
TLHT_CongNgheVaiKhongDetZ.pdf: 6844814 bytes, checksum: 1ef0903eb9f97aaea96425264e75e398 (MD5)
  Previous issue date: 2019",,,,185 tr.,,,,,30762,https://dlib.uneti.edu.vn/handle/UNETI/4213,,,vi,,,,,"Vải không dệt||Đệm xơ||Xử lý||Sản xuất||Dệt may và Thời trang||Công nghệ sợi, dệt",,,,Tài liệu học tập Công nghệ vải không dệt,,Tài liệu học tập,,,,,,,,,,,,,,,,,,,,,,,,,,,
07579d1a-0a4e-471e-aa6f-fb6044cd1dfb,UNETI/366,,"Đỗ, Thị Thanh Tâm",,"Phạm, Thị Minh Châu",,,2024-03-17T04:23:43Z,2024-03-17T04:23:43Z,,2022,,,Tổng quan về công ty TNHH thương mại S.T.S VINA. Nêu ra thực trạng và một số kiến nghị nhằm hoàn thiện công tác kế toán tại công ty TNHH thương mại S.T.S VINA.,,"Made available in DSpace on 2024-03-17T04:23:43Z (GMT). No. of bitstreams: 1
zPhamThiMinhChau.pdf: 2671254 bytes, checksum: 52bec981e2126ff703261894a11b0328 (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường Đại học Kinh tế - Kỹ thuật Công nghiệp,,"II, [113], 68 tr.",,,,,27133,https://dlib.uneti.edu.vn/handle/UNETI/3025,,,,,,,,Công cụ dụng cụ||Nguyên vật liệu||Kế toán||Kế toán,,,,Kế toán nguyên vật liệu và công cụ dụng cụ tại công ty TNHH thương mại S.T.S VINA,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
0766e8da-1627-44c9-96da-f72d22e67b06,UNETI/383,,"Vũ, Thị Ngọc Anh",,"Lê, Thị Hường",,,2024-03-17T02:43:15Z,2024-03-17T02:43:15Z,,2019,,,,,"Made available in DSpace on 2024-03-17T02:43:15Z (GMT). No. of bitstreams: 1
zLeThiHuong.pdf: 2848785 bytes, checksum: f428015d424087e38f618ffc1b73c209 (MD5)
  Previous issue date: 2019",,,,68 tr.,,,,,11612,https://dlib.uneti.edu.vn/handle/UNETI/465,,,vi,,,,,Giải pháp||Huy động vốn||Ngân hàng TMCP||Tài chính - ngân hàng và bảo hiểm||Tài chính - Ngân hàng,,,,Giải pháp nâng cao khả năng huy động vốn tại ngân hàng TMCP Hàng hải Việt nam chi nhánh Quảng ninh,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
07740421-b640-4a5c-8546-0841c62d76ea,UNETI/434,,,,"Hoàng, Văn Chước",,,2024-03-17T04:38:20Z,2024-03-17T04:38:20Z,,1999,,,,,"Made available in DSpace on 2024-03-17T04:38:20Z (GMT). No. of bitstreams: 1
zkythuatsay.PDF: 108589121 bytes, checksum: 348904941b6230fec0cea103c3906e6d (MD5)
  Previous issue date: 1999",,,,284 tr.,,,,,12265,https://dlib.uneti.edu.vn/handle/UNETI/3783,,,vi,,Khoa học và kỹ thuật,,,Kỹ thuật||Sấy||Công nghệ thực phẩm||Công nghệ thực phẩm,,,,Kỹ thuật sấy,,Sách tham khảo,,,,,,,,,,,,,,,,,,,,,,,,,,,
079c7824-d7b9-464d-b904-39b9dbe3ef35,UNETI/434,,,,"Nguyễn, Viết Nguyên",,,2024-03-17T04:39:39Z,2024-03-17T04:39:39Z,,2008,,,"Trình bày khái niệm, tính chất, cấu tạo các linh kiện điện tử thụ động, chất bán dẫn điện và điốt bán dẫn, tranzito lưỡng cực, các cấu kiện bán dẫn, vi điện tử...",,"Made available in DSpace on 2024-03-17T04:39:39Z (GMT). No. of bitstreams: 1
zGiaoTrinhLinhKienDienTuVaUngDung.pdf: 9114627 bytes, checksum: 9d33d4de987425b876a89fa8831e209e (MD5)
  Previous issue date: 2008",Tái bản lần thứ sáu,,,247 tr.,,,,,27769,https://dlib.uneti.edu.vn/handle/UNETI/3935,,,vi,,Giáo dục,,,Ứng dụng||Linh kiện điện tử||Điện tử||Công nghệ kỹ thuật điện tử - viễn thông,,,,Giáo trình linh kiện điện tử và ứng dụng,,Sách giáo trình,,,,,,,,,,,,,,,,,,,,,,,,,,,
079c92ed-b369-4d1b-99f3-8ffa35e5a8b8,UNETI/370,,,,"Hà, Thị Thanh Huyền",,"Phạm, Thị Diệu Phúc",2024-03-17T04:03:59Z,2024-03-17T04:03:59Z,,2021,,,Khái quát cơ sở lý luận về hoạt động cho vay và hiệu quả của hoạt động cho vay tại ngân hàng. Thực trạng hiệu quả hoạt động cho vay tại Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng. Đưa ra một số giải pháp nâng cao hiệu quả hoạt động cho vay tại Ngân,,"Made available in DSpace on 2024-03-17T04:03:59Z (GMT). No. of bitstreams: 1
zKLTN_TN11A4_PHAMTHIDIEUPHUC_HATHITHANHHUYEN.pdf: 2527977 bytes, checksum: fc860916c928d68dee705106ba8c1ba2 (MD5)
  Previous issue date: 2021",,ĐTTS ghi: Trường ĐHKTKTCN,,89 tr.,,,,,26538,https://dlib.uneti.edu.vn/handle/UNETI/1771,,,,,,,,Ngân hàng thương mại||Hiệu quả||Vay||Tài chính - ngân hàng và bảo hiểm||Tài chính - Ngân hàng,,,,Nâng cao hiệu quả hoạt động cho vay tại ngân hàng TMCP Việt Nam Thịnh Vượng,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
